airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-05-09,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,9663
Multiple Carriers,2019-05-09,Delhi,Cochin,10:20:00,19:00:00,520,1.0,No Info,9794
Air India,2019-05-12,Kolkata,Banglore,09:10:00,13:15:00,245,1.0,No Info,8996
Air India,2019-03-27,Delhi,Cochin,13:05:00,07:40:00,1115,2.0,No Info,8875
Spicejet,2019-06-24,Kolkata,Banglore,09:00:00,11:25:00,145,0.0,No Info,3873
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,20:20:00,520,1.0,No Info,13555
Indigo,2019-03-01,Mumbai,Hyderabad,02:30:00,04:00:00,90,0.0,No Info,16000
Air Asia,2019-06-09,Delhi,Cochin,07:55:00,15:45:00,470,1.0,No Info,8759
Air India,2019-05-21,Delhi,Cochin,12:00:00,07:40:00,1180,2.0,No Info,9653
Indigo,2019-06-12,Chennai,Kolkata,11:35:00,14:00:00,145,0.0,No Info,3858
Multiple Carriers,2019-06-24,Delhi,Cochin,07:00:00,21:00:00,840,1.0,No Info,7618
Jet Airways,2019-03-24,Kolkata,Banglore,06:30:00,12:00:00,330,1.0,In-flight meal not included,7826
Indigo,2019-05-09,Delhi,Cochin,06:50:00,16:10:00,560,1.0,No Info,6442
Jet Airways,2019-06-03,Delhi,Cochin,07:05:00,12:35:00,330,1.0,No Info,14924
Air India,2019-05-21,Delhi,Cochin,05:10:00,08:00:00,170,0.0,No Info,6094
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,07:40:00,615,1.0,No Info,11717
Spicejet,2019-06-27,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Indigo,2019-06-01,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6442
Spicejet,2019-04-24,Banglore,Delhi,05:55:00,08:35:00,160,0.0,No Info,3971
Air India,2019-05-15,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,13022
Indigo,2019-06-12,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,5601
Air India,2019-05-06,Kolkata,Banglore,09:25:00,05:25:00,1200,2.0,No Info,17732
Jet Airways,2019-06-24,Banglore,Delhi,11:10:00,14:05:00,175,0.0,In-flight meal not included,5769
Air Asia,2019-06-03,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4409
Spicejet,2019-04-24,Delhi,Cochin,08:45:00,13:15:00,270,1.0,No check-in baggage included,4760
Jet Airways,2019-06-01,Delhi,Cochin,13:00:00,19:00:00,360,1.0,No Info,14714
Indigo,2019-06-15,Banglore,Delhi,10:10:00,13:00:00,170,0.0,No Info,3943
Jet Airways,2019-05-24,Kolkata,Banglore,21:10:00,10:05:00,775,1.0,In-flight meal not included,9663
Spicejet,2019-03-24,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No check-in baggage included,5725
Jet Airways,2019-05-18,Kolkata,Banglore,14:05:00,22:35:00,510,1.0,No Info,14781
Jet Airways,2019-03-12,Banglore,New Delhi,05:45:00,08:15:00,1590,1.0,No Info,12547
Jet Airways,2019-05-09,Delhi,Cochin,11:30:00,12:35:00,1505,1.0,In-flight meal not included,12373
Indigo,2019-04-03,Kolkata,Banglore,17:15:00,19:50:00,155,0.0,No Info,4174
Air India,2019-05-18,Kolkata,Banglore,05:50:00,20:25:00,875,2.0,No Info,12093
Vistara,2019-05-15,Banglore,Delhi,07:00:00,09:40:00,160,0.0,No Info,4668
Jet Airways,2019-05-21,Kolkata,Banglore,20:25:00,19:10:00,1365,1.0,No Info,13067
Air India,2019-03-03,Mumbai,Hyderabad,19:30:00,20:45:00,75,0.0,No Info,11185
Air India,2019-03-06,Mumbai,Hyderabad,20:15:00,09:15:00,780,1.0,No Info,9535
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,21:00:00,480,1.0,No Info,7408
Air India,2019-03-06,Mumbai,Hyderabad,21:10:00,16:55:00,255,2.0,No Info,17327
Spicejet,2019-05-09,Chennai,Kolkata,09:45:00,12:00:00,135,0.0,No check-in baggage included,3543
Jet Airways,2019-05-18,Delhi,Cochin,09:40:00,19:00:00,560,2.0,In-flight meal not included,13029
Jet Airways,2019-06-09,Delhi,Cochin,14:00:00,19:00:00,300,1.0,No Info,14714
Spicejet,2019-05-06,Mumbai,Hyderabad,13:15:00,14:45:00,90,0.0,No Info,2017
Air India,2019-04-01,Kolkata,Banglore,16:50:00,07:55:00,905,1.0,No Info,7893
Multiple Carriers,2019-06-03,Delhi,Cochin,10:00:00,19:00:00,540,1.0,No Info,14502
Vistara,2019-03-21,Banglore,New Delhi,07:00:00,09:40:00,160,0.0,No Info,5403
Indigo,2019-05-18,Delhi,Cochin,05:05:00,16:10:00,665,1.0,No Info,6818
Multiple Carriers,2019-03-06,Delhi,Cochin,07:05:00,21:00:00,835,1.0,No Info,17267
Spicejet,2019-03-18,Kolkata,Banglore,17:15:00,19:45:00,150,0.0,No check-in baggage included,4413
Indigo,2019-03-15,Kolkata,Banglore,15:20:00,17:55:00,155,0.0,No Info,4148
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495,2.0,No Info,11966
Jet Airways,2019-06-24,Delhi,Cochin,23:05:00,04:25:00,1760,2.0,No Info,12819
Air India,2019-06-06,Delhi,Cochin,17:15:00,19:15:00,1560,2.0,No Info,12760
Air India,2019-03-27,Mumbai,Hyderabad,21:05:00,22:25:00,80,0.0,No Info,2575
Jet Airways,2019-06-24,Delhi,Cochin,11:00:00,14:15:00,195,0.0,In-flight meal not included,4256
Jet Airways,2019-04-01,Banglore,Delhi,06:00:00,08:45:00,165,0.0,In-flight meal not included,4544
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,15:15:00,1120,1.0,In-flight meal not included,11087
Indigo,2019-06-27,Delhi,Cochin,14:25:00,17:40:00,195,0.0,No Info,5000
Jet Airways,2019-05-21,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,No Info,15129
Jet Airways,2019-06-24,Mumbai,Hyderabad,19:35:00,21:05:00,90,0.0,In-flight meal not included,3210
Indigo,2019-03-24,Banglore,New Delhi,21:20:00,00:15:00,175,0.0,No Info,5694
Jet Airways,2019-05-27,Delhi,Cochin,08:00:00,19:00:00,660,1.0,In-flight meal not included,12239
Indigo,2019-04-01,Delhi,Cochin,07:35:00,12:10:00,275,1.0,No Info,5073
Indigo,2019-05-24,Kolkata,Banglore,18:05:00,23:30:00,325,1.0,No Info,6218
Jet Airways,2019-05-24,Kolkata,Banglore,16:30:00,22:35:00,365,1.0,No Info,14571
Multiple Carriers,2019-06-01,Delhi,Cochin,07:05:00,21:00:00,835,1.0,In-flight meal not included,10406
Jet Airways,2019-03-06,Delhi,Cochin,05:40:00,04:25:00,1365,2.0,In-flight meal not included,17271
Jet Airways,2019-06-06,Kolkata,Banglore,21:10:00,09:20:00,730,1.0,No Info,14571
Jet Airways,2019-03-21,Banglore,New Delhi,11:40:00,23:00:00,680,1.0,In-flight meal not included,6992
Indigo,2019-05-18,Delhi,Cochin,08:35:00,22:30:00,835,1.0,No Info,7144
Air India,2019-05-21,Delhi,Cochin,17:40:00,08:15:00,875,1.0,No Info,8151
Indigo,2019-04-12,Kolkata,Banglore,15:30:00,18:05:00,155,0.0,No Info,4174
Air Asia,2019-03-15,Kolkata,Banglore,10:20:00,12:55:00,155,0.0,No Info,4384
Jet Airways,2019-06-27,Delhi,Cochin,20:55:00,12:35:00,940,1.0,In-flight meal not included,10262
Jet Airways,2019-06-18,Banglore,Delhi,17:45:00,20:45:00,180,0.0,No Info,8016
Air India,2019-06-12,Kolkata,Banglore,09:50:00,08:55:00,1385,2.0,No Info,14960
Jet Airways,2019-03-18,Banglore,New Delhi,16:55:00,10:25:00,1050,1.0,In-flight meal not included,11087
Multiple Carriers,2019-05-24,Delhi,Cochin,19:00:00,01:30:00,390,1.0,No Info,8283
Jet Airways,2019-03-24,Mumbai,Hyderabad,15:50:00,17:20:00,90,0.0,In-flight meal not included,2228
Indigo,2019-06-09,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,6911
Jet Airways,2019-05-15,Kolkata,Banglore,18:55:00,20:45:00,1550,1.0,In-flight meal not included,10844
