airline,date_of_journey,source,destination,dep_time,arrival_time,duration,total_stops,additional_info,price
Jet Airways,2019-06-12,Delhi,Cochin,14:35:00,04:25:00,830,2.0,In-flight meal not included,10919
Indigo,2019-04-27,Delhi,Cochin,05:35:00,08:50:00,195,0.0,No Info,6015
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750,1.0,No Info,13377
Indigo,2019-03-27,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,6628
Jet Airways,2019-03-01,Banglore,New Delhi,07:00:00,21:20:00,860,1.0,No Info,27992
Multiple Carriers,2019-06-01,Delhi,Cochin,08:45:00,19:15:00,630,1.0,No Info,10261
Indigo,2019-06-09,Banglore,Delhi,21:15:00,00:15:00,180,0.0,No Info,3943
Jet Airways,2019-06-27,Delhi,Cochin,09:00:00,12:35:00,1655,1.0,In-flight meal not included,10262
Goair,2019-05-15,Delhi,Cochin,14:25:00,19:35:00,310,1.0,No Info,10188
Jet Airways,2019-05-27,Delhi,Cochin,09:40:00,12:35:00,1615,2.0,No Info,15129
Vistara,2019-06-09,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Air India,2019-03-06,Delhi,Cochin,19:45:00,19:15:00,1410,2.0,No Info,12646
Vistara,2019-03-24,Banglore,New Delhi,21:10:00,00:05:00,175,0.0,No Info,4353
Jet Airways,2019-06-03,Delhi,Cochin,10:00:00,12:35:00,1595,1.0,In-flight meal not included,10262
Indigo,2019-04-01,Kolkata,Banglore,21:00:00,02:15:00,315,1.0,No Info,5930
Jet Airways,2019-03-24,Mumbai,Hyderabad,10:20:00,11:50:00,90,0.0,In-flight meal not included,2759
Spicejet,2019-05-24,Mumbai,Hyderabad,22:45:00,00:15:00,90,0.0,No check-in baggage included,1965
Jet Airways,2019-03-21,Banglore,New Delhi,21:25:00,11:25:00,840,1.0,In-flight meal not included,7832
Jet Airways,2019-06-06,Kolkata,Banglore,16:30:00,04:40:00,730,1.0,In-flight meal not included,6812
Air India,2019-03-27,Delhi,Cochin,05:15:00,06:50:00,1535,1.0,No Info,7165
Spicejet,2019-06-03,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Air India,2019-05-21,Delhi,Cochin,05:00:00,07:40:00,1600,2.0,No Info,11806
Air India,2019-04-09,Delhi,Cochin,05:55:00,19:15:00,2240,2.0,No Info,7711
Spicejet,2019-06-27,Kolkata,Banglore,22:20:00,00:40:00,140,0.0,No Info,3873
Vistara,2019-05-06,Kolkata,Banglore,07:10:00,23:25:00,975,1.0,No Info,8085
Air India,2019-06-03,Delhi,Cochin,09:45:00,23:00:00,795,1.0,No Info,8907
Vistara,2019-05-01,Banglore,Delhi,11:30:00,14:20:00,170,0.0,No Info,4668
Air India,2019-05-09,Kolkata,Banglore,10:00:00,01:20:00,920,2.0,No Info,13033
Indigo,2019-06-15,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,3419
Indigo,2019-05-27,Banglore,Delhi,16:55:00,19:55:00,180,0.0,No Info,4823
Air India,2019-03-24,Banglore,New Delhi,17:00:00,19:45:00,165,0.0,No Info,5176
Indigo,2019-06-27,Kolkata,Banglore,04:40:00,07:15:00,155,0.0,No Info,4804
Air India,2019-06-15,Delhi,Cochin,21:00:00,07:40:00,640,1.0,No Info,8372
Jet Airways,2019-03-27,Delhi,Cochin,19:15:00,19:45:00,1470,1.0,No Info,12032
Indigo,2019-03-09,Delhi,Cochin,17:30:00,01:35:00,485,1.0,No Info,12351
Multiple Carriers,2019-06-12,Delhi,Cochin,08:00:00,19:00:00,660,1.0,No Info,12192
Spicejet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295,1.0,No Info,4957
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175,0.0,No Info,7229
Jet Airways,2019-06-27,Delhi,Cochin,18:20:00,19:00:00,1480,2.0,No Info,14300
Air India,2019-05-12,Banglore,Delhi,10:00:00,12:45:00,165,0.0,No Info,5228
Indigo,2019-05-15,Delhi,Cochin,10:35:00,01:30:00,895,1.0,No Info,6979
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,04:25:00,1375,2.0,In-flight meal not included,13029
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440,1.0,No Info,11789
Air India,2019-03-01,Banglore,New Delhi,05:50:00,08:50:00,1620,3.0,No Info,13081
Jet Airways,2019-04-03,Delhi,Cochin,02:15:00,04:25:00,1570,1.0,In-flight meal not included,5177
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685,1.0,No Info,14781
Jet Airways,2019-06-27,Delhi,Cochin,13:25:00,19:00:00,1775,2.0,No Info,15339
Vistara,2019-06-09,Kolkata,Banglore,17:00:00,10:45:00,1065,1.0,No Info,9922
Air India,2019-03-06,Delhi,Cochin,08:00:00,19:15:00,675,1.0,No Info,15284
Jet Airways,2019-05-27,Mumbai,Hyderabad,07:05:00,08:30:00,85,0.0,In-flight meal not included,4995
Indigo,2019-05-03,Kolkata,Banglore,21:25:00,00:05:00,160,0.0,No Info,4804
Indigo,2019-05-09,Banglore,Delhi,01:30:00,04:15:00,165,0.0,No Info,3419
Jet Airways,2019-05-18,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,5198
Jet Airways,2019-06-12,Banglore,Delhi,19:50:00,22:50:00,180,0.0,In-flight meal not included,5769
Spicejet,2019-06-09,Kolkata,Banglore,11:35:00,18:50:00,435,1.0,No Info,8479
Jet Airways,2019-03-15,Mumbai,Hyderabad,02:55:00,04:25:00,90,0.0,In-flight meal not included,2071
Jet Airways,2019-05-24,Kolkata,Banglore,09:35:00,23:35:00,840,1.0,No Info,14151
Multiple Carriers,2019-05-21,Delhi,Cochin,17:00:00,01:30:00,510,1.0,No Info,7888
Indigo,2019-03-21,Delhi,Cochin,09:10:00,21:00:00,710,1.0,No Info,8285
Indigo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860,1.0,No Info,6093
Spicejet,2019-06-15,Kolkata,Banglore,06:55:00,09:30:00,155,0.0,No check-in baggage included,3841
Air Asia,2019-05-15,Delhi,Cochin,20:45:00,07:10:00,625,1.0,No Info,6853
Indigo,2019-05-27,Delhi,Cochin,06:50:00,22:30:00,940,1.0,No Info,6674
Indigo,2019-05-15,Delhi,Cochin,05:05:00,12:10:00,425,1.0,No Info,6818
Jet Airways,2019-05-12,Kolkata,Banglore,16:30:00,12:00:00,1170,1.0,In-flight meal not included,10844
Jet Airways,2019-03-24,Kolkata,Banglore,16:55:00,09:15:00,980,1.0,No Info,14231
Jet Airways,2019-05-12,Kolkata,Banglore,17:00:00,21:05:00,1685,1.0,In-flight meal not included,10703
Jet Airways,2019-05-18,Delhi,Cochin,23:05:00,12:35:00,810,2.0,No Info,15129
Indigo,2019-03-24,Banglore,New Delhi,00:40:00,03:25:00,165,0.0,No Info,4238
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,21:20:00,855,2.0,No Info,8291
Jet Airways,2019-05-27,Delhi,Cochin,13:25:00,04:25:00,900,2.0,No Info,16704
Indigo,2019-06-24,Delhi,Cochin,09:15:00,21:00:00,705,1.0,No Info,6838
Vistara,2019-05-03,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No Info,11982
Jet Airways,2019-05-18,Kolkata,Banglore,05:45:00,12:00:00,375,1.0,In-flight meal not included,8586
Indigo,2019-06-15,Banglore,Delhi,13:00:00,15:50:00,170,0.0,No Info,3943
Indigo,2019-06-01,Chennai,Kolkata,05:15:00,07:40:00,145,0.0,No Info,3540
Jet Airways,2019-05-06,Kolkata,Banglore,20:25:00,09:45:00,800,1.0,In-flight meal not included,8066
Air India,2019-06-15,Banglore,Delhi,06:10:00,08:55:00,165,0.0,No Info,6961
Spicejet,2019-06-21,Chennai,Kolkata,17:45:00,20:05:00,140,0.0,No check-in baggage included,3543
Multiple Carriers,2019-03-06,Delhi,Cochin,08:00:00,21:00:00,780,1.0,No Info,15078
Indigo,2019-06-21,Banglore,Delhi,00:25:00,03:15:00,170,0.0,No Info,3419
Indigo,2019-04-09,Banglore,Delhi,22:10:00,01:00:00,170,0.0,No Info,3943
Air India,2019-05-21,Delhi,Cochin,06:05:00,09:25:00,1640,1.0,No Info,7480
